From Timestamp;TotalUsage;NetUsage;ProductionWKK;TotalChiller;RemainingUsage;PricesElec;ExtraCost;TotalPrices;ChillerBanks
1/01/2022 0:00;2650;1260;1390;721;1929;82,02;50;166,3;2100
1/01/2022 1:00;2600;1210;1390;707;1893;67,07;50;141,7;1800
1/01/2022 2:00;2380;990;1390;710;1670;75,11;50;123,9;2000
1/01/2022 3:00;2000;610;1390;702;1298;50,91;50;61,6;2000
1/01/2022 4:00;1960;570;1390;438;1522;37,67;50;50;900
1/01/2022 5:00;1950;560;1390;4;1946;39,7;50;50,2;0
1/01/2022 6:00;1990;600;1390;124;1866;40,59;50;54,4;0
1/01/2022 7:00;1940;550;1390;21;1919;43,26;50;51,3;0
1/01/2022 8:00;2000;610;1390;12;1988;49,66;50;60,8;0
1/01/2022 9:00;2010;620;1390;1;2009;70,05;50;74,4;0
1/01/2022 10:00;1990;600;1390;1;1989;76,79;50;76,1;0
1/01/2022 11:00;2070;680;1390;1;2069;84,1;50;91,2;0
1/01/2022 12:00;2070;680;1390;2;2068;94,74;50;98,4;0
1/01/2022 13:00;2050;660;1390;1;2049;96,8;50;96,9;0
1/01/2022 14:00;2090;700;1390;1;2089;97,17;50;103;0
1/01/2022 15:00;2070;680;1390;3;2067;95,21;50;98,7;0
1/01/2022 16:00;2050;660;1390;2;2048;111,66;50;106,7;0
1/01/2022 17:00;2060;670;1390;1;2059;149,97;50;134;0
1/01/2022 18:00;2000;610;1390;2;1998;146,33;50;119,8;0
1/01/2022 19:00;1970;580;1390;1;1969;140,28;50;110,4;0
1/01/2022 20:00;1920;530;1390;1;1919;121,88;50;91,1;0
1/01/2022 21:00;1880;490;1390;2;1878;102,61;50;74,8;0
1/01/2022 22:00;2140;750;1390;233;1907;97,46;50;110,6;700
1/01/2022 23:00;2580;1190;1390;715;1865;85,16;50;160,8;1900
2/01/2022 0:00;2580;1190;1390;710;1870;57,08;50;127,4;1900
2/01/2022 1:00;2560;1170;1390;715;1845;52,59;50;120;2000
2/01/2022 2:00;2350;960;1390;711;1639;48,97;50;95;1800
2/01/2022 3:00;2050;660;1390;585;1465;34,94;50;56,1;1500
2/01/2022 4:00;2040;650;1390;1;2039;29,56;50;51,7;0
2/01/2022 5:00;2000;610;1390;92;1908;33,97;50;51,2;0
2/01/2022 6:00;2030;640;1390;64;1966;34,52;50;54,1;0
2/01/2022 7:00;1980;590;1390;98;1882;41,8;50;54,2;0
2/01/2022 8:00;2100;710;1390;11;2089;48,95;50;70,3;0
2/01/2022 9:00;2170;780;1390;2;2168;60,01;50;85,8;0
2/01/2022 10:00;2160;770;1390;1;2159;70,09;50;92,5;0
2/01/2022 11:00;2180;790;1390;1;2179;66,26;50;91,8;0
2/01/2022 12:00;2190;800;1390;3;2187;64,54;50;91,6;0
2/01/2022 13:00;2170;780;1390;2;2168;46,96;50;75,6;0
2/01/2022 14:00;2170;780;1390;1;2169;41,95;50;71,7;0
2/01/2022 15:00;2140;760;1380;1;2139;48,31;50;74,7;0
2/01/2022 16:00;2110;720;1390;2;2108;51,91;50;73,4;0
2/01/2022 17:00;2090;700;1390;1;2089;56,04;50;74,2;0
2/01/2022 18:00;2030;640;1390;1;2029;69,32;50;76,4;0
2/01/2022 19:00;1970;580;1390;3;1967;69,5;50;69,3;0
2/01/2022 20:00;1930;540;1390;1;1929;62,22;50;60,6;0
2/01/2022 21:00;1870;480;1390;1;1869;46,16;50;46,2;0
2/01/2022 22:00;2090;700;1390;232;1858;46,29;50;67,4;700
2/01/2022 23:00;2560;1170;1390;692;1868;32,93;50;97;2000
3/01/2022 0:00;2540;1150;1390;714;1826;-0,7;50;56,7;1900
3/01/2022 1:00;2520;1130;1390;705;1815;-1,34;50;55;2100
3/01/2022 2:00;2300;910;1390;702;1598;-0,99;50;44,6;1800
3/01/2022 3:00;1950;560;1390;128;1822;-1,83;50;27;300
3/01/2022 4:00;1960;570;1390;2;1958;-1,72;50;27,5;0
3/01/2022 5:00;2010;620;1390;102;1908;0;50;31;0
3/01/2022 6:00;2090;700;1390;19;2071;35,22;50;59,7;0
3/01/2022 7:00;2210;820;1390;134;2076;88,5;50;113,6;0
3/01/2022 8:00;2520;1130;1390;2;2518;96;50;165;0
3/01/2022 9:00;2670;1280;1390;2;2668;70,5;50;154,2;0
3/01/2022 10:00;2720;1330;1390;2;2718;90,57;50;187;0
3/01/2022 11:00;2790;1400;1390;1;2789;101,33;50;211,9;0
3/01/2022 12:00;2690;1300;1390;1;2689;97,3;50;191,5;0
3/01/2022 13:00;2690;1300;1390;2;2688;96,2;50;190,1;0
3/01/2022 14:00;2630;1240;1390;2;2628;100,73;50;186,9;0
3/01/2022 15:00;2640;1250;1390;1;2639;117,23;50;209;0
3/01/2022 16:00;2560;1170;1390;2;2558;128,57;50;208,9;0
3/01/2022 17:00;2470;1080;1390;1;2469;148,49;50;214,4;0
3/01/2022 18:00;2360;970;1390;2;2358;162,12;50;205,8;0
3/01/2022 19:00;2240;850;1390;2;2238;123,91;50;147,8;0
3/01/2022 20:00;2100;710;1390;1;2099;120,7;50;121,2;0
3/01/2022 21:00;1930;540;1390;2;1928;111,01;50;86,9;0
3/01/2022 22:00;2190;800;1390;215;1975;119,97;50;136;600
3/01/2022 23:00;2570;1180;1390;621;1949;103,93;50;181,6;2000
4/01/2022 0:00;2540;1150;1390;657;1883;129,18;50;206,1;1700
4/01/2022 1:00;2520;1130;1390;642;1878;115,55;50;187,1;1800
4/01/2022 2:00;2140;750;1390;645;1495;116,86;50;125,1;1800
4/01/2022 3:00;1860;470;1390;357;1503;107,07;50;73,8;1000
4/01/2022 4:00;1830;440;1390;3;1827;106,21;50;68,7;0
4/01/2022 5:00;1860;470;1390;48;1812;115,57;50;77,8;0
4/01/2022 6:00;1940;560;1380;66;1874;156,91;50;115,9;0
4/01/2022 7:00;1990;600;1390;91;1899;182,64;50;139,6;0
4/01/2022 8:00;2060;670;1390;9;2051;178,91;50;153,4;0
4/01/2022 9:00;2110;720;1390;2;2108;190;50;172,8;0
4/01/2022 10:00;2070;680;1390;3;2067;189,88;50;163,1;0
4/01/2022 11:00;2110;720;1390;1;2109;182,42;50;167,3;0
4/01/2022 12:00;2070;680;1390;1;2069;182,46;50;158,1;0
4/01/2022 13:00;2090;700;1390;2;2088;179,59;50;160,7;0
4/01/2022 14:00;2070;680;1390;1;2069;179;50;155,7;0
4/01/2022 15:00;2070;680;1390;1;2069;180,93;50;157;0
4/01/2022 16:00;2040;660;1380;3;2037;166,69;50;143;0
4/01/2022 17:00;2070;680;1390;1;2069;189,88;50;163,1;0
4/01/2022 18:00;2020;630;1390;1;2019;184,94;50;148;0
4/01/2022 19:00;1960;570;1390;3;1957;178,99;50;130,5;0
4/01/2022 20:00;1910;520;1390;1;1909;156,12;50;107,2;0
4/01/2022 21:00;1860;470;1390;2;1858;144,9;50;91,6;0
4/01/2022 22:00;2080;690;1390;197;1883;137,92;50;129,7;600
4/01/2022 23:00;2510;1120;1390;616;1894;98,1;50;165,9;1900
5/01/2022 0:00;2480;1090;1390;659;1821;114,37;50;179,2;2000
5/01/2022 1:00;2470;1090;1380;632;1838;106,72;50;170,8;1800
5/01/2022 2:00;2390;1000;1390;628;1762;84,5;50;134,5;1900
5/01/2022 3:00;2080;690;1390;465;1615;75,38;50;86,5;1300
5/01/2022 4:00;2010;620;1390;2;2008;79,11;50;80;0
5/01/2022 5:00;1980;590;1390;2;1978;94,79;50;85,4;0
5/01/2022 6:00;1940;550;1390;92;1848;90,21;50;77,1;0
5/01/2022 7:00;1920;530;1390;4;1916;139;50;100,2;0
5/01/2022 8:00;1990;600;1390;7;1983;181,61;50;139;0
5/01/2022 9:00;2000;620;1380;2;1998;168,02;50;135,2;0
5/01/2022 10:00;2030;640;1390;2;2028;157,55;50;132,8;0
5/01/2022 11:00;2110;720;1390;2;2108;161,72;50;152,4;0
5/01/2022 12:00;2070;680;1390;2;2068;140;50;129,2;0
5/01/2022 13:00;2030;640;1390;3;2027;144,03;50;124,2;0
5/01/2022 14:00;2050;660;1390;2;2048;170,59;50;145,6;0
5/01/2022 15:00;1990;610;1380;3;1987;206,51;50;156,5;0
5/01/2022 16:00;2040;650;1390;2;2038;217,07;50;173,6;0
5/01/2022 17:00;2030;640;1390;2;2028;240,55;50;186;0
5/01/2022 18:00;1970;580;1390;2;1968;240;50;168,2;0
5/01/2022 19:00;1950;560;1390;2;1948;220;50;151,2;0
5/01/2022 20:00;1890;500;1390;3;1887;200,1;50;125,1;0
5/01/2022 21:00;1860;470;1390;2;1858;151,97;50;94,9;0
5/01/2022 22:00;2100;720;1380;2;2098;182,35;50;167,3;0
5/01/2022 23:00;2560;1170;1390;119;2441;171,8;50;259,5;301
6/01/2022 0:00;2550;1160;1390;520;2030;191,54;50;280,2;1700
6/01/2022 1:00;2490;1100;1390;593;1897;190;50;264;1500
6/01/2022 2:00;1780;390;1390;571;1209;191,34;50;94,1;1600
6/01/2022 3:00;1790;400;1390;530;1260;176,57;50;90,6;1500
6/01/2022 4:00;1800;420;1380;546;1254;187,3;50;99,7;1700
6/01/2022 5:00;1850;460;1390;213;1637;193,9;50;112,2;500
6/01/2022 6:00;2060;670;1390;3;2057;220,09;50;181;0
6/01/2022 7:00;2280;890;1390;33;2247;228,25;50;247,6;0
6/01/2022 8:00;2650;1260;1390;13;2637;252,43;50;381,1;0
6/01/2022 9:00;2850;1460;1390;2;2848;300;50;511;0
6/01/2022 10:00;2940;1550;1390;2;2938;273,64;50;501,6;0
6/01/2022 11:00;2990;1600;1390;3;2987;231,9;50;451;0
6/01/2022 12:00;2960;1570;1390;2;2958;226;50;433,3;0
6/01/2022 13:00;2920;1530;1390;3;2917;209,2;50;396,6;0
6/01/2022 14:00;2840;1450;1390;2;2838;216,06;50;385,8;0
6/01/2022 15:00;2780;1390;1390;2;2778;230,77;50;390,3;0
6/01/2022 16:00;2690;1310;1380;3;2687;245,95;50;387,7;0
6/01/2022 17:00;2580;1190;1390;2;2578;274,11;50;385,7;0
6/01/2022 18:00;2450;1060;1390;2;2448;273,44;50;342,8;0
6/01/2022 19:00;2390;1000;1390;2;2388;230;50;280;0
6/01/2022 20:00;2170;780;1390;3;2167;215,43;50;207;0
6/01/2022 21:00;2090;700;1390;2;2088;192,62;50;169,8;0
6/01/2022 22:00;2250;870;1380;164;2086;163,05;50;185,4;501
6/01/2022 23:00;2700;1310;1390;532;2168;87,94;50;180,7;1800
7/01/2022 0:00;2630;1240;1390;595;2035;83,81;50;165,9;1600
7/01/2022 1:00;2600;1210;1390;583;2017;87,77;50;166,7;1600
7/01/2022 2:00;2600;1210;1390;582;2018;72,38;50;148,1;1600
7/01/2022 3:00;2020;630;1390;327;1693;76,79;50;79,9;900
7/01/2022 4:00;1830;450;1380;2;1828;77,7;50;57,5;0
7/01/2022 5:00;1880;490;1390;2;1878;95,23;50;71,2;0
7/01/2022 6:00;2090;700;1390;90;2000;141,8;50;134,3;0
7/01/2022 7:00;2320;930;1390;7;2313;164,21;50;199,2;0
7/01/2022 8:00;2670;1280;1390;2;2668;214,76;50;338,9;0
7/01/2022 9:00;2880;1490;1390;2;2878;243,88;50;437,9;0
7/01/2022 10:00;2970;1580;1390;2;2968;203,35;50;400,3;0
7/01/2022 11:00;3420;2030;1390;2;3418;215,69;50;539,4;0
7/01/2022 12:00;2900;1510;1390;2;2898;181,1;50;349;0
7/01/2022 13:00;2900;1520;1380;3;2897;220,94;50;411,8;0
7/01/2022 14:00;2800;1410;1390;3;2797;218,13;50;378,1;0
7/01/2022 15:00;2820;1430;1390;2;2818;216,39;50;380,9;0
7/01/2022 16:00;2770;1380;1390;2;2768;232,33;50;389,6;0
7/01/2022 17:00;2620;1230;1390;2;2618;244,33;50;362;0
7/01/2022 18:00;2440;1050;1390;2;2438;265,24;50;331;0
7/01/2022 19:00;2380;990;1390;2;2378;257,69;50;304,6;0
7/01/2022 20:00;1150;810;340;0;1150;250,32;50;243,3;0
7/01/2022 21:00;3140;700;2440;5;3135;213,81;50;184,7;0
7/01/2022 22:00;2270;880;1390;163;2107;235,59;50;251,3;400
7/01/2022 23:00;2600;1210;1390;540;2060;230;50;338,8;1700
8/01/2022 0:00;2640;1250;1390;613;2027;198,65;50;310,8;1800
8/01/2022 1:00;2570;1180;1390;646;1924;169,75;50;259,3;1800
8/01/2022 2:00;2560;1170;1390;638;1922;166;50;252,7;1800
8/01/2022 3:00;1950;560;1390;546;1404;162,13;50;118,8;1600
8/01/2022 4:00;2160;780;1380;2;2158;160;50;163,8;0
8/01/2022 5:00;2060;670;1390;3;2057;154,3;50;136,9;0
8/01/2022 6:00;2130;740;1390;70;2060;166;50;159,8;0
8/01/2022 7:00;2240;850;1390;24;2216;182,91;50;198;0
8/01/2022 8:00;2610;1220;1390;2;2608;215,89;50;324,4;0
8/01/2022 9:00;2790;1400;1390;2;2788;231;50;393,4;0
8/01/2022 10:00;2890;1500;1390;4;2886;228,95;50;418,4;0
8/01/2022 11:00;2900;1510;1390;2;2898;215,39;50;400,7;0
8/01/2022 12:00;2900;1510;1390;2;2898;206,68;50;387,6;0
8/01/2022 13:00;2900;1510;1390;2;2898;185;50;354,9;0
8/01/2022 14:00;2860;1470;1390;2;2858;169,52;50;322,7;0
8/01/2022 15:00;2850;1460;1390;2;2848;162,8;50;310,7;0
8/01/2022 16:00;2770;1380;1390;2;2768;161,82;50;292,3;0
8/01/2022 17:00;2650;1260;1390;3;2647;189,9;50;302,3;0
8/01/2022 18:00;2440;1050;1390;3;2437;198,45;50;260,9;0
8/01/2022 19:00;2360;970;1390;2;2358;211,52;50;253,7;0
8/01/2022 20:00;2150;770;1380;2;2148;127,97;50;137;0
8/01/2022 21:00;2060;670;1390;1;2059;126,09;50;118;0
8/01/2022 22:00;2260;870;1390;219;2041;123,94;50;151,3;499
8/01/2022 23:00;2680;1290;1390;600;2080;94,02;50;185,8;1900
9/01/2022 0:00;2590;1200;1390;660;1930;104,62;50;185,5;1900
9/01/2022 1:00;2570;1180;1390;632;1938;89,43;50;164,5;1800
9/01/2022 2:00;2510;1120;1390;106;2404;80,24;50;145,9;200
9/01/2022 3:00;1810;420;1390;2;1808;55,46;50;44,3;0
9/01/2022 4:00;1820;440;1380;15;1805;45,82;50;42,2;0
9/01/2022 5:00;1880;480;1400;92;1788;48,5;50;47,3;0
9/01/2022 6:00;2000;620;1380;25;1975;74,29;50;77,1;0
9/01/2022 7:00;2240;850;1390;91;2149;83,17;50;113,2;0
9/01/2022 8:00;2580;1190;1390;1;2579;97,26;50;175,2;0
9/01/2022 9:00;2820;1430;1390;1;2819;126,94;50;253;0
9/01/2022 10:00;2880;1490;1390;2;2878;135,57;50;276,5;0
9/01/2022 11:00;2900;1510;1390;2;2898;146,26;50;296,4;0
9/01/2022 12:00;2840;1450;1390;2;2838;165,65;50;312,7;0
9/01/2022 13:00;2810;1430;1380;2;2808;165,06;50;307,5;0
9/01/2022 14:00;2780;1390;1390;1;2779;170,09;50;305,9;0
9/01/2022 15:00;2790;1400;1390;1;2789;189,04;50;334,7;0
9/01/2022 16:00;2730;1340;1390;2;2728;190,96;50;322,9;0
9/01/2022 17:00;2640;1250;1390;1;2639;223,3;50;341,6;0
9/01/2022 18:00;2400;1010;1390;2;2398;243,94;50;296,9;0
9/01/2022 19:00;2350;960;1390;2;2348;240;50;278,4;0
9/01/2022 20:00;2190;800;1390;1;2189;230,82;50;224,7;0
9/01/2022 21:00;2070;680;1390;3;2067;214,02;50;179,5;0
9/01/2022 22:00;2270;880;1390;206;2064;215,88;50;234;600
9/01/2022 23:00;2580;1190;1390;586;1994;203,8;50;302;1900
10/01/2022 0:00;2560;1170;1390;657;1903;196,23;50;288,1;1900
10/01/2022 1:00;2610;1220;1390;633;1977;191,85;50;295,1;1700
10/01/2022 2:00;2550;1160;1390;631;1919;195,91;50;285,3;1800
10/01/2022 3:00;2530;1140;1390;131;2399;186,66;50;269,8;400
10/01/2022 4:00;2330;940;1390;2;2328;178,04;50;214,4;0
10/01/2022 5:00;2000;620;1380;2;1998;191,65;50;149,8;0
10/01/2022 6:00;2060;670;1390;93;1967;237,44;50;192,6;0
10/01/2022 7:00;2270;880;1390;3;2267;299,95;50;308;0
10/01/2022 8:00;2610;1220;1390;3;2607;313,92;50;444;0
10/01/2022 9:00;2800;1410;1390;3;2797;315;50;514,7;0
10/01/2022 10:00;2870;1490;1380;2;2868;310,41;50;537;0
10/01/2022 11:00;2900;1510;1390;2;2898;310,08;50;543,7;0
10/01/2022 12:00;3550;2160;1390;2;3548;300;50;756;0
10/01/2022 13:00;3850;2460;1390;3;3847;297,01;50;853,6;0
10/01/2022 14:00;3710;2320;1390;2;3708;299,96;50;811,9;0
10/01/2022 15:00;4080;2700;1380;3;4077;300,78;50;947,1;0
10/01/2022 16:00;4030;2640;1390;3;4027;299,63;50;923;0
10/01/2022 17:00;3930;2540;1390;2;3928;313,2;50;922,5;0
10/01/2022 18:00;3760;2370;1390;2;3758;310,82;50;855,1;0
10/01/2022 19:00;3680;2290;1390;2;3678;294,98;50;790;0
10/01/2022 20:00;3500;2120;1380;2;3498;267,45;50;673;0
10/01/2022 21:00;3380;1990;1390;3;3377;242,4;50;581,9;0
10/01/2022 22:00;3510;2120;1390;151;3359;217,03;50;566,1;500
10/01/2022 23:00;3930;2540;1390;539;3391;197,57;50;628,8;1600
11/01/2022 0:00;3880;2490;1390;601;3279;210,34;50;648,2;1700
11/01/2022 1:00;3790;2410;1380;587;3203;202,42;50;608,3;1600
11/01/2022 2:00;3340;1950;1390;561;2779;197,6;50;482,8;1700
11/01/2022 3:00;3390;2000;1390;261;3129;193;50;486;600
11/01/2022 4:00;3210;1820;1390;2;3208;194,9;50;445,7;0
11/01/2022 5:00;3190;1810;1380;3;3187;204,45;50;460,6;0
11/01/2022 6:00;2240;1890;350;0;2240;225,25;50;520,2;0
11/01/2022 7:00;4420;1990;2430;91;4329;275,35;50;647,4;0
11/01/2022 8:00;3450;2060;1390;2;3448;281,2;50;682,3;0
11/01/2022 9:00;3490;2110;1380;3;3487;297,16;50;732,5;0
11/01/2022 10:00;3510;2120;1390;2;3508;277,02;50;693,3;0
11/01/2022 11:00;3500;2110;1390;2;3498;257,27;50;648,3;0
11/01/2022 12:00;3450;2060;1390;2;3448;244,3;50;606,3;0
11/01/2022 13:00;3440;2060;1380;3;3437;246,58;50;611;0
11/01/2022 14:00;3440;2050;1390;2;3438;255,01;50;625,3;0
11/01/2022 15:00;3410;2020;1390;2;3408;277,9;50;662,4;0
11/01/2022 16:00;3400;2010;1390;3;3397;289,94;50;683,3;0
11/01/2022 17:00;3440;2060;1380;2;3438;316,4;50;754,8;0
11/01/2022 18:00;3370;1980;1390;2;3368;315,9;50;724,5;0
11/01/2022 19:00;3340;1950;1390;2;3338;309,2;50;700,4;0
11/01/2022 20:00;3250;1860;1390;2;3248;285,33;50;623,7;0
11/01/2022 21:00;3224;1834;1390;2;3222;244,75;50;540,6;0
11/01/2022 22:00;3386;2006;1380;157;3229;234,09;50;569,9;500
11/01/2022 23:00;3870;2480;1390;522;3348;211,69;50;649;1600
12/01/2022 0:00;3850;2460;1390;595;3255;196,65;50;606,8;1700
12/01/2022 1:00;3850;2460;1390;570;3280;187,1;50;583,3;1500
12/01/2022 2:00;3570;2210;1360;558;3012;184,27;50;517,7;1600
12/01/2022 3:00;3330;1950;1380;532;2798;179,58;50;447,7;1600
12/01/2022 4:00;3120;1730;1390;87;3033;178,33;50;395;200
12/01/2022 5:00;3140;1750;1390;3;3137;193,5;50;426,1;0
12/01/2022 6:00;3270;1880;1390;18;3252;234,68;50;535,2;0
12/01/2022 7:00;3280;1890;1390;70;3210;273,18;50;610,8;0
12/01/2022 8:00;3350;1970;1380;2;3348;300,1;50;689,7;0
12/01/2022 9:00;3380;1990;1390;2;3378;292,74;50;682,1;0
12/01/2022 10:00;3400;2010;1390;3;3397;275,5;50;654,3;0
12/01/2022 11:00;3420;2040;1380;2;3418;258,65;50;629,6;0
12/01/2022 12:00;2370;2020;350;2;2368;245,11;50;596,1;0
12/01/2022 13:00;4450;2020;2430;3;4447;232,08;50;569,8;0
12/01/2022 14:00;3400;2010;1390;2;3398;234,77;50;572,4;0
12/01/2022 15:00;3380;1990;1390;2;3378;240,01;50;577,1;0
12/01/2022 16:00;3340;1960;1380;2;3338;255;50;597,8;0
12/01/2022 17:00;3410;2020;1390;2;3408;284,82;50;676,3;0
12/01/2022 18:00;3320;1930;1390;3;3317;285,97;50;648,4;0
12/01/2022 19:00;3350;1960;1390;3;3347;269,03;50;625,3;0
12/01/2022 20:00;3280;1890;1390;3;3277;247,8;50;562,8;0
12/01/2022 21:00;3230;1850;1380;2;3228;213,72;50;487,9;0
12/01/2022 22:00;3470;2080;1390;2;3468;225;50;572;0
12/01/2022 23:00;3950;2560;1390;104;3846;192,36;50;620,4;300
13/01/2022 0:00;3870;2480;1390;485;3385;200;50;620;1700
13/01/2022 1:00;3840;2460;1380;542;3298;188,9;50;587,7;1500
13/01/2022 2:00;3570;2180;1390;544;3026;192,6;50;528,9;1500
13/01/2022 3:00;3320;1930;1390;533;2787;200,9;50;484,2;1600
13/01/2022 4:00;3240;1850;1390;537;2703;179;50;423,7;1500
13/01/2022 5:00;3240;1850;1390;61;3179;187,06;50;438,6;0
13/01/2022 6:00;3410;2030;1380;2;3408;194,14;50;495,6;0
13/01/2022 7:00;3650;2260;1390;65;3585;227,8;50;627,8;0
13/01/2022 8:00;4000;2610;1390;7;3993;231,99;50;736;0
13/01/2022 9:00;4170;2780;1390;2;4168;243,09;50;814,8;0
13/01/2022 10:00;4220;2840;1380;2;4218;228,26;50;790,3;0
13/01/2022 11:00;4220;2830;1390;2;4218;209,23;50;733,6;0
13/01/2022 12:00;4170;2780;1390;2;4168;198,76;50;691,6;0
13/01/2022 13:00;4200;2810;1390;2;4198;200;50;702,5;0
13/01/2022 14:00;4140;2760;1380;4;4136;203,1;50;698,6;0
13/01/2022 15:00;4130;2740;1390;120;4010;226,89;50;758,7;100
13/01/2022 16:00;4100;2710;1390;29;4071;253,5;50;822,5;0
13/01/2022 17:00;4000;2610;1390;2;3998;267,3;50;828,2;0
13/01/2022 18:00;3810;2420;1390;2;3808;250;50;726;0
13/01/2022 19:00;3700;2320;1380;2;3698;235,19;50;661,6;0
13/01/2022 20:00;3520;2130;1390;2;3518;211,58;50;557,2;0
13/01/2022 21:00;3390;2000;1390;2;3388;211,7;50;523,4;0
13/01/2022 22:00;3570;2180;1390;211;3359;190,2;50;523,6;600
13/01/2022 23:00;3960;2580;1380;555;3405;178,7;50;590;1600
14/01/2022 0:00;3890;2500;1390;623;3267;168,75;50;546,9;1800
14/01/2022 1:00;3910;2520;1390;601;3309;178,09;50;574,8;1600
14/01/2022 2:00;3780;2390;1390;520;3260;163,33;50;509,9;1400
14/01/2022 3:00;3490;2100;1390;3;3487;162,61;50;446,5;0
14/01/2022 4:00;3220;1830;1390;2;3218;168,19;50;399,3;0
14/01/2022 5:00;3250;1870;1380;45;3205;184,7;50;438,9;0
14/01/2022 6:00;3400;2010;1390;54;3346;239,38;50;581,7;0
14/01/2022 7:00;3580;2190;1390;69;3511;286,6;50;737,2;0
14/01/2022 8:00;3930;2550;1380;7;3923;274,72;50;828;0
14/01/2022 9:00;4120;2730;1390;2;4118;243,39;50;801;0
14/01/2022 10:00;4180;2790;1390;2;4178;229,81;50;780,7;0
14/01/2022 11:00;4220;2830;1390;3;4217;219,36;50;762,3;0
14/01/2022 12:00;4190;2810;1380;2;4188;200,04;50;702,6;0
14/01/2022 13:00;4200;2810;1390;2;4198;205,21;50;717,1;0
14/01/2022 14:00;4130;2740;1390;3;4127;219,15;50;737,5;0
14/01/2022 15:00;4090;2700;1390;2;4088;247,08;50;802,1;0
14/01/2022 16:00;4070;2680;1390;2;4068;262;50;836,2;0
14/01/2022 17:00;3940;2560;1380;3;3937;274,44;50;830,6;0
14/01/2022 18:00;3730;2340;1390;3;3727;255,9;50;715,8;0
14/01/2022 19:00;3650;2260;1390;2;3648;218,82;50;607,5;0
14/01/2022 20:00;3460;2070;1390;2;3458;219,16;50;557,2;0
14/01/2022 21:00;3370;1990;1380;2;3368;195,95;50;489,4;0
14/01/2022 22:00;3540;2150;1390;185;3355;186;50;507,4;700
14/01/2022 23:00;3940;2550;1390;526;3414;222,01;50;693,6;1500
15/01/2022 0:00;3890;2500;1390;619;3271;211,1;50;652,8;1700
15/01/2022 1:00;3870;2480;1390;597;3273;202,58;50;626,4;1700
15/01/2022 2:00;3890;2500;1390;593;3297;190,11;50;600,3;1600
15/01/2022 3:00;3290;1900;1390;327;2963;190,58;50;457,1;900
15/01/2022 4:00;3370;1980;1390;2;3368;198,1;50;491,2;0
15/01/2022 5:00;3300;1910;1390;3;3297;185,18;50;449,2;0
15/01/2022 6:00;3400;2010;1390;66;3334;200,1;50;502,7;0
15/01/2022 7:00;3550;2170;1380;30;3520;215,6;50;576,4;0
15/01/2022 8:00;3930;2540;1390;2;3928;230;50;711,2;0
15/01/2022 9:00;4140;2750;1390;2;4138;222,39;50;749,1;0
15/01/2022 10:00;4200;2810;1390;2;4198;214,92;50;744,4;0
15/01/2022 11:00;4210;2830;1380;2;4208;208,43;50;731,4;0
15/01/2022 12:00;4150;2760;1390;3;4147;200;50;690;0
15/01/2022 13:00;4180;2790;1390;2;4178;203,09;50;706,1;0
15/01/2022 14:00;4120;2730;1390;3;4117;213,98;50;720,7;0
15/01/2022 15:00;4110;2720;1390;2;4108;226,32;50;751,6;0
15/01/2022 16:00;4030;2640;1390;2;4028;260;50;818,4;0
15/01/2022 17:00;3930;2540;1390;2;3928;267,03;50;805,3;0
15/01/2022 18:00;3730;2350;1380;2;3728;261,41;50;731,8;0
15/01/2022 19:00;3660;2270;1390;3;3657;243,62;50;666,5;0
15/01/2022 20:00;3510;2120;1390;2;3508;224,3;50;581,5;0
15/01/2022 21:00;3400;2010;1390;2;3398;218,07;50;538,8;0
15/01/2022 22:00;3550;2160;1390;168;3382;213,42;50;569;600
15/01/2022 23:00;3910;2530;1380;548;3362;225,92;50;698,1;1600
16/01/2022 0:00;3900;2510;1390;619;3281;216;50;667,7;1700
16/01/2022 1:00;3900;2510;1390;593;3307;172,2;50;557,7;1700
16/01/2022 2:00;3930;2540;1390;587;3343;190,04;50;609,7;1600
16/01/2022 3:00;3640;2250;1390;157;3483;163,83;50;481,1;500
16/01/2022 4:00;3190;1800;1390;2;3188;177,8;50;410;0
16/01/2022 5:00;3240;1850;1390;3;3237;226,89;50;512,2;0
16/01/2022 6:00;3420;2030;1390;102;3318;228,29;50;564,9;0
16/01/2022 7:00;3670;2280;1390;2;3668;225,53;50;628,2;0
16/01/2022 8:00;4010;2630;1380;3;4007;230;50;736,4;0
16/01/2022 9:00;4160;2770;1390;2;4158;175,63;50;625;0
16/01/2022 10:00;4220;2830;1390;2;4218;156,07;50;583,2;0
16/01/2022 11:00;3190;2840;350;0;3190;200;50;710;0
16/01/2022 12:00;5200;2770;2430;5;5195;156,98;50;573,3;0
16/01/2022 13:00;4120;2730;1390;2;4118;172,2;50;606,6;0
16/01/2022 14:00;4110;2720;1390;2;4108;159,54;50;569,9;0
16/01/2022 15:00;4080;2690;1390;3;4077;186,24;50;635,5;0
16/01/2022 16:00;4000;2610;1390;2;3998;212,95;50;686,3;0
16/01/2022 17:00;3920;2530;1390;2;3918;266,13;50;799,8;0
16/01/2022 18:00;2720;2370;350;1;2719;227,64;50;658;0
16/01/2022 19:00;4760;2330;2430;3;4757;259,9;50;722,1;0
16/01/2022 20:00;3500;2110;1390;2;3498;207,46;50;543,2;0
16/01/2022 21:00;3400;2010;1390;3;3397;245;50;593;0
16/01/2022 22:00;3560;2170;1390;178;3382;173,46;50;484,9;600
